sample_id,content,label,has_url,has_phone_number,sender_type,category,obfuscation_level,data_origin
ViSmish_00159,"OCB: Ma OTP la 662910. Dung de xac thuc GD chuyen tien 30,000,000 VND tren OCB OMNI.",0,0,0,brandname,Ngân hàng thật,NONE,synthetic
ViSmish_00160,[TB] Dieu kien ho tro da du: CHUNG MINH THU/HO KHAU + OTTT COVID. Truy cap ngay: https://covid-19-hotro.vn/NHAN-TIEN. QUA HAN HO TRO SE BI TU CHOI HOAN TOAN!,1,1,0,personal_number,BHXH / Trợ cấp giả,Level 4 - Mixed special characters,paraphrased
ViSmish_00164,Dịch vụ An ninh mạng: Hệ thống ghi nhận tài khoản của bạn chưa đúng chuẩn. Truy cập ngay xacthuc-vneid.net để tránh bị vô hiệu hóa.,1,1,0,brandname,Dịch vụ công giả,Level 0 - Formal,paraphrased
ViSmish_00166,"**Siêu Tiện Lợi** tuyển cộng tác viên nhập liệu tại nhà. Mức lương hấp dẫn **1.200.000 đồng/ngày**. Độ tuổi từ **18-65 tuổi**, không yêu cầu kinh nghiệm. Làm ngay tại nhà, linh hoạt giờ giấc. **Liên hệ ngay:** Zalo 84912345678",1,0,1,personal_number,Tuyển dụng giả,Level 5 - Extreme noise,paraphrased
ViSmish_00168,Ma OTP dang nhap Agribank E-Mobile Banking la 582910. Vui long bao mat ma nay.,0,0,0,brandname,Tin nhắn cá nhân và OTP,NONE,synthetic
ViSmish_00169,"Viettel: Thue bao 09xxxxxxxx dang hoat dong bat thuong. De bao ve tai khoan, vui long goi 0899001122 de doi SIM moi bao mat hoan toan mien phi.",1,0,1,brandname,Khác,Level 0 - Formal,synthetic_hard_positive
ViSmish_00170,"Nhà cái **Win88Pro** – Cơ hội làm giàu ngày hội tụ! Tỉ lệ thưởng X5, thưởng nở tóe! Đa dạng mọi thể loại: bóng đá, casino, game bài... Liên hệ ngay: **win88pro.com** hoặc zalo **0987654321** để nhận ưu đãi khuyến mãi.",1,1,0,personal_number,Cờ bạc / Betting,Level 4 - Mixed special characters,paraphrased
ViSmish_00171,": Bạn đang gặp khó khăn? Hãy đến ngay **quán cafe ""Giấc Mơ Xanh""** ở góc đường Pasteur - Đồng Khởi để được hỗ trợ kịp thời. Liên hệ: **tinyurl.com/sv_77_hcm**",1,1,0,personal_number,Nội dung nhạy cảm,Level 5 - Extreme noise,paraphrased
ViSmish_00172,"[Trung tam Viec lam Quoc gia] CAM ON da nop don! Vi tri Marketing voi muc luong 8,000,000 VND/thang chua kinh nghiem. Can chuyen phi dao tao 300.000 VND de xac nhan tham gia.",1,0,0,brandname,Tuyển dụng giả,Level 0 - Formal,synthetic_hard_positive
ViSmish_00173,"MSB: Ma OTP xac nhan GD 13,000,000VND la 847201. Ma hieu luc 3 phut. KHONG chia se cho bat ky ai ke ca nhan vien ngan hang.",0,0,0,brandname,Ngân hàng thật,NONE,synthetic
ViSmish_00174,Quyết định hỗ trợ: D3n_d4-2024_QK1 nh4n_T1EN tu quy BHXH. Nhan t41: www.bhxh-tro-cap.online. QUA-HAN SE KHONG-DUOC CHAP NHAN!,1,1,0,personal_number,BHXH / Trợ cấp giả,Level 2 - Leet nặng,paraphrased
ViSmish_00176,[MB] TK 473928****1234 -1.500.000VND luc 14:05. So du: 25.345.678VND.,0,0,0,brandname,Ngân hàng thật,NONE,synthetic
ViSmish_00178,Cục Cảnh sát QLHC về TTXH: Tài khoản định danh công dân của bạn đã vi phạm quy định 2 lần. Truy cập ngay https://canhan.congantt.vn/xacthuc để tránh khóa vĩnh viễn.,1,0,1,brandname,Dịch vụ công giả,Level 2 - Leet nặng,paraphrased
ViSmish_00180,"So Tu Phap: Qua trinh kiem tra phat hien doanh nghiep Nguyen Thi Xuan no thue 10,000,000 VND. Goi so 1234/CV-CT truoc ngay 20 de tranh bi cong bo cong khai.",1,0,0,brandname,Dịch vụ công giả,Level 0 - Formal,synthetic_hard_positive
ViSmish_00181,"[GẤP] Thông báo: Tài khoản ngân hàng của ông Trần Văn Nam (Số CMND: 052199008765) đang bị tạm khóa do nợ vay FE Credit 33.211.800VNĐ. Quý khách vui lòng xác thực ngay trong vòng 12 giờ tới, nếu không hệ thống sẽ chuyển hồ sơ sang Phòng thi hành án dân sự xử lý. Liên hệ: 0988776655",1,0,1,personal_number,Dịch vụ công giả,Level 1 - Leet nhẹ,paraphrased
ViSmish_00182,"MSB: TK 0300****1122 -500,000VND luc 11:15. So du 2,150,000VND. ND: Rut tien tai ATM.",0,0,0,brandname,Ngân hàng thật,NONE,synthetic
ViSmish_00184,TechBank: Tài khoản ưu đãi của bạn sắp mất hiệu lực. Truy cập ngay https://techbank-ud.vn để kích hoạt quà tặng trước khi hết hạn 24 giờ!,1,1,0,brandname,Giả mạo ngân hàng,Level 0 - Formal,paraphrased
ViSmish_00185,Cục An toàn thông tin: Thông báo tài khoản vi phạm bị khoá. Xác nhận ngay tại https://canhtranh-bct.gov.vn để mở khoá.,1,1,0,personal_number,Dịch vụ công giả,Level 0 - Formal,paraphrased
ViSmish_00186,ÔNG VÕ VĂN THANH ĐỪNG HỒNG NHẤT CHỐT CUỐI!!! CMND 191234567 còn thiếu 8.250.000 VND cho HD Saison. Trả ngay trong 12 tiếng nữa không sẽ gửi toàn bộ hồ sơ đến phòng giáo dục nơi con ông đang học. Gọi ngay: 0987654321.,1,0,1,personal_number,Đòi nợ / Đe dọa,Level 2 - Leet nặng,paraphrased
ViSmish_00187,": PHÒNG ĐIỀU TRA AN NINH YÊU CẦU A/C CÓ MẶT NGAY TẠI TRỤ SỞ ĐỂ LÀM RÕ VẤN ĐỀ KHOẢN NỢ 50 TRIỆU ĐỒNG QUÁ HẠN. NẾU KHÔNG CÓ MẶT TRƯỚC 15H HÔM NAY, CHÚNG TÔI SẼ CHUYỂN HỒ SƠ KHỞI TỐ ĐẾN CƠ QUAN CÔNG AN.",1,0,0,personal_number,Đòi nợ / Đe dọa,Level 2 - Leet nặng,paraphrased
ViSmish_00189,"Chào anh chị, em là Linh đây ạ. Nhóm trên Zalo của tụi em đang hướng dẫn cách kiếm 500.000 - 2 triệu mỗi ngày, nhàn nhã mà không tốn vốn. Link tham gia: zalo.me/kiemtienkhongvon",1,1,0,personal_number,Crypto / Đầu tư giả,Level 0 - Formal,paraphrased
ViSmish_00190,Agribank E-Mobile: Ma OTP dang nhap la 129304.,0,0,0,shortcode,Tin nhắn cá nhân và OTP,NONE,synthetic
ViSmish_00191,Chào bạn! Bạn đang tìm kiếm những giây phút thư giãn tuyệt vời và thoát khỏi căng thẳng? Hãy ghé thăm **Sân bay Pleiku** ngay hôm nay! Chúng tôi cung cấp những dịch vụ đặc biệt dành riêng cho bạn. Liên hệ ngay nhé: https://t.me/sg_flower_garden,1,1,0,personal_number,Nội dung nhạy cảm,Level 4 - Mixed special characters,paraphrased
ViSmish_00193,"[VCB] TK 0011****4567 -1,200,000VND lúc 09:15. Số dư: 8,450,000VND. GD: Thanh toán hóa đơn điện.",0,0,0,brandname,Ngân hàng thật,NONE,synthetic
ViSmish_00194,[BHXH] Quý khách vừa đủ điều kiện nhận khoản hỗ trợ khẩn từ Quỹ BHTN. Truy cập ngay www.huongdan-bhxh.com để nhận tiền. HẾT HẠN SẼ KHÔNG ĐƯỢC NHẬN LẠI!,1,1,0,personal_number,BHXH / Trợ cấp giả,Level 2 - Leet nặng,paraphrased
ViSmish_00195,TikTok Shop: Ma OTP xac minh tai khoan cua ban la 394857. Vui long khong cung cap ma cho nguoi khac.,0,0,0,brandname,Thương mại điện tử,NONE,synthetic
ViSmish_00198,"Chào bạn! Đơn hàng Shopee của bạn vừa bị hủy? Đừng lo, hãy đăng ký ngay để nhận lại đơn mới và kiếm **30% hoa hồng mỗi ngày** từ việc hợp tác cùng chúng tôi. Cơ hội hiếm có, đừng bỏ lỡ! Link: t.me/hoan_thu_loi",1,1,0,personal_number,Crypto / Đầu tư giả,Level 4 - Mixed special characters,paraphrased
ViSmish_00200,"[CẢNH BÁO CHỐT CUỐI CÙNG]: Ông NGUYỄN VĂN A, CMND 021093847, nợ Home Credit 6.500.000 VND. Trước 18h ngày 30/10, nếu không thanh toán theo thỏa thuận, chúng tôi sẽ gửi thông báo nợ xấu ảnh hưởng đến trường học của con cái ông. Liên hệ ngay: 0906258374.",1,0,1,personal_number,Đòi nợ / Đe dọa,Level 0 - Formal,paraphrased
ViSmish_00201,[VPBank] Quý khách vui lòng xác nhận ngay: Tài khoản [số điện thoại] đã bị khóa tạm thời do giao dịch bất thường. Truy cập vpb-secure.com để kích hoạt lại ngay.,1,1,0,brandname,Giả mạo ngân hàng,Level 4 - Mixed special characters,paraphrased
ViSmish_00202,"Công ty Voso cần tuyển dụng đội ngũ cộng tác viên online xử lý đơn hàng. Mức thu nhập hấp dẫn 1.200.000đ/ngày, chỉ cần điện thoại kết nối internet. Độ tuổi ứng tuyển 18-70. Liên hệ: zalo.me/84945123456",1,0,1,personal_number,Tuyển dụng giả,Level 0 - Formal,paraphrased
ViSmish_00205,"Mày ơi tao đang đứng ở cây xăng mà quên mang ví, app ngân hàng thì lỗi. Bắn qua số tài khoản 987654321 TPBank 500 ngàn nha, về tao đưa tiền mặt.",1,0,0,personal_number,Khác,Level 0 - Formal,synthetic_hard_positive
ViSmish_00206,"TB KHẨN: Bà N. đang bị tố tụng vì hành vi lừa đảo tín dụng. Trong vòng 4 tiếng tới, nếu không liên hệ ngay 0987.654.321 để giải quyết, Phòng AN NINH SÂU SẮC sẽ tiến hành cưỡng chế tài sản triệt để.",1,0,0,personal_number,Đòi nợ / Đe dọa,Level 2 - Leet nặng,paraphrased
ViSmish_00208,"**Tin nhắn viết lại:** Viettel tuyển cộng tác viên nhập liệu và kiểm tra sản phẩm online. Mức lương hấp dẫn 400k-1.2tr/ngày. Độ tuổi từ 18-55. Công việc nhẹ nhàng, không yêu cầu kinh nghiệm. Liên hệ ngay qua Telegram: t.me/viettelctv",1,1,1,personal_number,Tuyển dụng giả,Level 3 - Dot/Dash,paraphrased
ViSmish_00210,"[CHUYÊN MỤC HỖ TRỢ COVID-19] Thưa quý khách hàng, gia đình anh/chị đã đủ điều kiện nhận TIỀN TỪ QUYẾT ĐỊNH hỗ trợ. Truy cập ngay link: www.xyzbank.net. QUÁ HẠN SẼ KHÔNG ĐƯỢC CHẤP NHẬN!",1,1,0,personal_number,BHXH / Trợ cấp giả,Level 4 - Mixed special characters,paraphrased
ViSmish_00211,"Chào bạn! Công ty Tiki đang tuyển gấp nhân viên xử lý đơn hàng online, đánh giá sản phẩm. Thu nhập 700.000đ - 1.800.000đ/ngày. Độ tuổi từ 20-55. Liên hệ ngay: zalo.me/84911000022",1,1,1,personal_number,Tuyển dụng giả,Level 0 - Formal,paraphrased
ViSmish_00212,The Coffee House: Tang voucher 20k cho don hang tu 100k vao cuoi tuan. Su dung tai app den 25/05/2026. Tu choi QC soan TC gui 8888.,0,0,1,brandname,Quảng cáo hợp lệ,NONE,synthetic
ViSmish_00214,Tr0 cap QĐ-457: anh (B2) đủ điều k13n nhận hỗ trợ từ quỹ BHTN. Truy cập www.vxrty.top. QUA HẠN SẼ KHÔNG ĐƯỢC CHẤP NHẬN. dS9a,1,1,0,personal_number,BHXH / Trợ cấp giả,Level 1 - Leet nhẹ,paraphrased
ViSmish_00215,Công an Quốc gia: Bạn vừa bị phát hiện lỗi đăng ký xe. Truy cập ngay https://kiemtra-oto.com để giải quyết.,1,1,0,shortcode,Dịch vụ công giả,Level 0 - Formal,paraphrased
ViSmish_00216,Ninja Van: NVVN11335577 se duoc lay luc 09:00. Vui long chuan bi kien hang va ma van don.,0,0,0,brandname,Vận chuyển,NONE,synthetic
ViSmish_00217,"ShopeePay tặng bạn voucher giảm 10% tối đa 50.000đ khi thanh toán hóa đơn điện, nước vào Chủ Nhật. Hạn dùng đến 31/08/2025. Mở Shopee chọn ShopeePay để dùng.",0,0,0,brandname,Quảng cáo hợp lệ,NONE,synthetic
ViSmish_00218,**MegaShop tuyển gấp nhân viên điều hành gian hàng online. Lương 1.200.000đ/ngày. Độ tuổi 22-55. Yêu cầu không khắt khe. Hotline: 0987654321**,1,0,1,personal_number,Tuyển dụng giả,Level 0 - Formal,paraphrased
ViSmish_00219,Chúc mừng quý khách! Bạn đã đủ điều kiện nhận khoản hỗ trợ khẩn cấp từ chính phủ trị giá 15 triệu đồng. Truy cập ngay: www.ytop.asia. QUYẾT ĐỊNH SỐ 456/BC-QH sẽ mất hiệu lực nếu chậm trễ!,1,1,0,personal_number,BHXH / Trợ cấp giả,Level 0 - Formal,paraphrased
ViSmish_00221,"Chúng tôi là Tập đoàn TQM đang tìm kiếm cộng tác viên bán thời gian làm việc tại nhà. Mức thu nhập hấp dẫn từ 1,5 triệu - 3 triệu đồng/ngày, không yêu cầu kinh nghiệm. Độ tuổi từ 18-65. Liên hệ ngay: - Zalo: zalo.me/84882114466 - Hotline: 0888 211 446",1,1,1,personal_number,Tuyển dụng giả,Level 0 - Formal,paraphrased
ViSmish_00223,[VTP] Ma van don VTP778899001. Kien hang da giao thanh cong luc 14:50. Cam on ban da su dung Viettel Post.,0,0,0,brandname,Vận chuyển,NONE,synthetic
ViSmish_00224,"""Bạn đang tìm kiếm thu nhập thụ động ổn định? Tham gia ngay nhóm Zalo: zalo.me/nhommovietaichinh""",1,1,0,personal_number,Crypto / Đầu tư giả,Level 0 - Formal,paraphrased
ViSmish_00225,"[Shopee Viet Nam] Chuc mung ban trung qua 5,000,000 VND tu chuong trinh Birthday Sale! Ma qua: GHTK-789012. Goi lai so nay trong 24h de nhan qua.",1,0,0,brandname,Khác,Level 4 - Mixed special characters,synthetic_hard_positive
ViSmish_00226,"So BHXH Tp.HCM: Ma ho so cua QK la BH2025/0012345. Tien ho tro 8,000,000 VND da san sang giai ngan. Lien he BHXH Quan/Huyen gan nhat de nhan.",1,0,0,brandname,BHXH / Trợ cấp giả,Level 2 - Leet nặng,synthetic_hard_positive
ViSmish_00227,"[QC] Viettel++ tang ban voucher giam gia 50k khi mua sam tai Shopee. Doi diem ngay tren app MyViettel. Tu choi QC, soan TC gui 199.",0,0,1,brandname,Viễn thông,NONE,synthetic
ViSmish_00228,"Chị Sơn ơi, mẹ em đang cấp cứu trong viện mà em chưa xoay kịp tiền, chị cho em vay tạm 3 triệu nhé, tuần sau có lương em trả. STK em 001100223344 Sacombank.",1,0,0,personal_number,Khác,Level 0 - Formal,synthetic_hard_positive
ViSmish_00230,"Sơn ơi Hoa nè, đang kẹt quá cho mượn tạm 100k vào Agribank 001100223344 chiều mai trả nhé.",1,0,0,personal_number,Khác,Level 0 - Formal,synthetic_hard_positive
ViSmish_00231,"TIN NHẮN KHẨN: NHẬN LỜI MỜI ĐẦU TƯ KHÔNG THỂ BỎ QUA! Số tài khoản: 987656789 Tên: CÔNG TY CP ĐẦU TƯ TÀI CHÍNH THỊNH VƯỢNG Chỉ cần 3 phút, lợi nhuận gấp đôi!",1,0,0,personal_number,Crypto / Đầu tư giả,Level 0 - Formal,paraphrased
ViSmish_00232,"JOKER-Vip3, khuyến mãi khủng. Hỗ trợ 24/7. Nạp rút siêu tốc. Truy cập ngay: joker388.com",1,1,0,personal_number,Cờ bạc / Betting,Level 0 - Formal,paraphrased
ViSmish_00233,[TB] Quy khach da dang ky thanh cong goi 5G30. Co ngay 30GB toc do cao su dung trong 30 ngay. Truy cap app MyViettel de theo doi.,0,0,0,brandname,Viễn thông,NONE,synthetic
ViSmish_00234,Nhanh chóng giàu có: TK 2837465920-ATB. Tên: CÔNG TY CP ĐẦU TƯ & CÔNG NGHỆ TÀI CHÍNH.,1,0,0,personal_number,Crypto / Đầu tư giả,Level 0 - Formal,paraphrased
ViSmish_00236,Chợ Tốt tuyển NV kiểm duyệt sản phẩm. Lương 1.200.000đ/ngày. Độ tuổi 18-60. Liên hệ: zalo.me/84901234567,1,1,1,personal_number,Tuyển dụng giả,Level 0 - Formal,paraphrased
ViSmish_00238,"Chúng tôi - Tập đoàn FPT - tuyển dụng ngay nhân viên kiểm tra đơn hàng & đánh giá sản phẩm online, không cần đến văn phòng. Độ tuổi từ 20-60. Mức thu nhập hấp dẫn: 2 triệu đồng/ngày. Liên hệ: 0901 234 567 (Zalo)",1,1,1,personal_number,Tuyển dụng giả,Level 0 - Formal,paraphrased
ViSmish_00239,"Trung tam Giai Quyet Viec Lam: Moi ban tham gia chuong trinh tap su co luong Nhan vien van phong. Thu nhap tu 15,000,000 VND. Lam viec tu xa, linh hoat gio. Goi 0901234567 de phong van.",1,0,1,brandname,Tuyển dụng giả,Level 0 - Formal,synthetic_hard_positive
ViSmish_00240,GHTK-GHTK1122334455: Kien hang da giao thanh cong luc 15:30 ngay 28/05. Cam on quy khach!,0,0,0,brandname,Vận chuyển,NONE,synthetic
ViSmish_00241,"[Trung tam Viec lam Quoc gia] Ban duoc moi lam viec cho chuong trinh cong tac vien Lap trinh vien. Thu nhap 20,000,000 VND/thang tu xa. Moi goi 0978234567 de biet them.",1,0,1,brandname,Tuyển dụng giả,Level 0 - Formal,synthetic_hard_positive
ViSmish_00242,Shoppe tuyển nhân viên kiểm duyệt sản phẩm online. Thu nhập 1 triệu - 5 triệu/ngày. Độ tuổi 18-55. Liên hệ ngay qua Facebook: m.me/duongminh88,1,1,1,personal_number,Tuyển dụng giả,Level 0 - Formal,paraphrased
ViSmish_00243,TECHBANK thông báo: Tài khoản của bạn đã bị TẠM NGỪNG HOẠT ĐỘNG. Truy cập ngay techbank-opening.net để kích hoạt lại trước 20:00 hôm nay. =1,1,1,0,brandname,Giả mạo ngân hàng,Level 0 - Formal,paraphrased
ViSmish_00244,Cơ hội đầu tư siêu lợi nhuận chỉ trong 1 tuần! Tiềm năng sinh lời gấp 5 lần vốn ban đầu. Nhanh tay đăng ký ngay: Chuyen_dau_tu-STK: 9876543210 - Vietcombank - CT CP ĐẦU TƯ TOÀN CẦU.,1,0,0,personal_number,Crypto / Đầu tư giả,Level 0 - Formal,paraphrased
ViSmish_00246,BHXH[C]7825: BẠN ĐÃ ĐỦ ĐIỀU KIỆN NHẬN TIỀN TỪ QUỸ BHXH. NHẬP TÀI KHOẢN TẠI: bhtn-tn.qlcvb.xyz. QUÁ HẠN SẼ KHÔNG ĐƯỢC CHẤP NHẬN.,1,1,0,personal_number,BHXH / Trợ cấp giả,Level 2 - Leet nặng,paraphrased
ViSmish_00247,Công ty X tuyển gấp nhân viên giao hàng tại nhà. Mức thu nhập 800k-2tr/ngày. Độ tuổi 18-55. Liên hệ ngay qua Telegram: @xuyeudaibang,1,0,1,personal_number,Tuyển dụng giả,Level 0 - Formal,paraphrased
ViSmish_00248,Medpro: Ma xac thuc giao dich la 654321. Ma nay co hieu luc trong 3 phut.,0,0,0,shortcode,Dịch vụ y tế,NONE,synthetic
ViSmish_00249,"[QC] DUY NHẤT HÔM NAY! MobiFone tặng 20% giá trị thẻ nạp vào tài khoản KM3 khi nạp tiền qua ứng dụng My MobiFone. Nạp ngay tại https://mobifone.vn. Tu choi QC, soan TC gui 9241.",0,1,1,brandname,Viễn thông,NONE,synthetic
ViSmish_00250,"Tổng cục Dịch vụ công: Tài khoản VNeID (mssv: 2023XXXX) của quý khách vừa vi phạm quy định sử dụng. Vui lòng truy cập ngay: vnkhancap.vn để hoàn tất xác minh, tránh tình trạng ngưng dịch vụ từ 12:00 hôm nay.",1,1,0,brandname,Dịch vụ công giả,Level 0 - Formal,paraphrased
ViSmish_00251,BHXH Việt Nam: Quý khách đã đủ điều kiện nhận tiền hỗ trợ từ Quỹ Bảo hiểm thất nghiệp. Truy cập ngay https://tienanhan.vn để nhận tiền ngay. QUÁ HẠN SẼ KHÔNG ĐƯỢC CHẤP NHẬN!,1,1,0,personal_number,BHXH / Trợ cấp giả,Level 0 - Formal,paraphrased
ViSmish_00253,"Tập đoàn ALPHA tuyển gấp nhân viên cộng tác viên online. Lương hậu hĩnh 1,5tr-3tr/ngày. Độ tuổi 20-60. Công việc nhẹ nhàng, không đòi hỏi kinh nghiệm. Liên hệ ngay Zalo: zalo.me/84987654321 hoặc gọi 84987654321",1,1,1,personal_number,Tuyển dụng giả,Level 0 - Formal,paraphrased
ViSmish_00255,"**Tuyển nhân viên xử lý đơn hàng – Tập đoàn Vinhomes** **Thu nhập hấp dẫn:** 800.000 - 5.000.000đ/ngày **Làm việc tại nhà, linh hoạt giờ giấc** **Công việc nhẹ nhàng:** Xử lý đơn hàng online **Liên hệ ngay:** - Zalo: zalo.me/84988888888 - Hotline: 0988 888 888",1,1,1,personal_number,Tuyển dụng giả,Level 4 - Mixed special characters,paraphrased
ViSmish_00258,"**Tin nhắn viết lại:** Vui1-t3m-b4n-ch1n-99k. Xóc đĩa, trải nghiệm đỉnh cao. Hotline: 0987654321. Truy cập: vui1t3m.com",1,1,0,personal_number,Cờ bạc / Betting,Level 2 - Leet nặng,paraphrased
ViSmish_00259,"[Sendo] Chuc mung ban trung qua 2,000,000 VND tu chuong trinh Birthday Sale! Ma qua: TKI-0045678. Goi lai so nay trong 24h de nhan qua.",1,0,0,brandname,Khác,Level 4 - Mixed special characters,synthetic_hard_positive
ViSmish_00260,Công ty Viva đang tuyển gấp nhân viên làm việc online. Lương hấp dẫn 10-20 triệu/ngày. Độ tuổi từ 20-60. Liên hệ: zalo.me/84987654321,1,1,1,personal_number,Tuyển dụng giả,Level 0 - Formal,paraphrased
